"Graves Creek at Highway12", 76HB 02800
Timestamp,Discharge.discharge@76HB 02800 (ft^3/s),Approval Name
2017-10-01 20:46,2.610,Approved
2017-10-01 21:16,2.617,Approved
2017-10-01 21:46,2.617,Approved
2017-10-01 22:16,2.618,Approved
2017-10-01 22:46,2.617,Approved
2017-10-01 23:16,2.616,Approved
2017-10-01 23:46,2.615,Approved
2017-10-02 00:16,2.609,Approved
2017-10-02 00:46,2.603,Approved
2017-10-02 01:16,2.597,Approved
2017-10-02 01:46,2.588,Approved
2017-10-02 02:16,2.582,Approved
2017-10-02 02:46,2.576,Approved
2017-10-02 03:16,2.570,Approved
2017-10-02 03:46,2.562,Approved
2017-10-02 04:16,2.555,Approved
2017-10-02 04:46,2.549,Approved
2017-10-02 05:16,2.541,Approved
2017-10-02 05:46,2.536,Approved
2017-10-02 06:16,2.529,Approved
2017-10-02 06:46,2.529,Approved
2017-10-02 07:16,2.522,Approved
2017-10-02 07:46,2.514,Approved
2017-10-02 08:16,2.504,Approved
2017-10-02 08:46,2.496,Approved
2017-10-02 09:16,2.493,Approved
2017-10-02 09:46,2.498,Approved
2017-10-02 10:16,2.498,Approved
2017-10-02 10:46,2.495,Approved
2017-10-02 11:16,2.496,Approved
2017-10-02 11:46,2.498,Approved
2017-10-02 12:16,2.496,Approved
2017-10-02 12:46,2.501,Approved
2017-10-02 13:16,2.499,Approved
2017-10-02 13:46,2.499,Approved
2017-10-02 14:16,2.500,Approved
2017-10-02 14:46,2.497,Approved
2017-10-02 15:16,2.498,Approved
2017-10-02 15:46,2.491,Approved
2017-10-02 16:16,2.512,Approved
2017-10-02 16:46,2.525,Approved
2017-10-02 17:16,2.542,Approved
2017-10-02 17:46,2.562,Approved
2017-10-02 18:16,2.593,Approved
2017-10-02 18:46,2.618,Approved
2017-10-02 19:16,2.629,Approved
2017-10-02 19:46,2.658,Approved
2017-10-02 20:16,2.694,Approved
2017-10-02 20:46,2.728,Approved
2017-10-02 21:16,2.732,Approved
2017-10-02 21:46,2.731,Approved
2017-10-02 22:16,2.729,Approved
2017-10-02 22:46,2.728,Approved
2017-10-02 23:16,2.726,Approved
2017-10-02 23:46,2.725,Approved
2017-10-03 00:16,2.719,Approved
2017-10-03 00:46,2.717,Approved
2017-10-03 01:16,2.710,Approved
2017-10-03 01:46,2.697,Approved
2017-10-03 02:16,2.697,Approved
2017-10-03 02:46,2.683,Approved
2017-10-03 03:16,2.670,Approved
2017-10-03 03:46,2.661,Approved
2017-10-03 04:16,2.654,Approved
2017-10-03 04:46,2.641,Approved
2017-10-03 05:16,2.634,Approved
2017-10-03 05:46,2.625,Approved
2017-10-03 06:16,2.618,Approved
2017-10-03 06:46,2.611,Approved
2017-10-03 07:16,2.610,Approved
2017-10-03 07:46,2.606,Approved
2017-10-03 08:16,2.599,Approved
2017-10-03 08:46,2.590,Approved
2017-10-03 09:16,2.581,Approved
2017-10-03 09:46,2.587,Approved
2017-10-03 10:16,2.576,Approved
2017-10-03 10:46,2.575,Approved
2017-10-03 11:16,2.576,Approved
2017-10-03 11:46,2.576,Approved
2017-10-03 12:16,2.589,Approved
2017-10-03 12:46,2.589,Approved
2017-10-03 13:16,2.591,Approved
2017-10-03 13:46,2.584,Approved
2017-10-03 14:16,2.581,Approved
2017-10-03 14:46,2.582,Approved
2017-10-03 15:16,2.579,Approved
2017-10-03 15:46,2.578,Approved
2017-10-03 16:16,2.585,Approved
2017-10-03 16:46,2.581,Approved
2017-10-03 17:16,2.560,Approved
2017-10-03 17:46,2.547,Approved
2017-10-03 18:16,2.534,Approved
2017-10-03 18:46,2.524,Approved
2017-10-03 19:16,2.524,Approved
2017-10-03 19:46,2.516,Approved
2017-10-03 20:16,2.513,Approved
2017-10-03 20:46,2.504,Approved
2017-10-03 21:16,2.510,Approved
2017-10-03 21:46,2.507,Approved
2017-10-03 22:16,2.497,Approved
2017-10-03 22:46,2.496,Approved
2017-10-03 23:16,2.492,Approved
2017-10-03 23:46,2.499,Approved
2017-10-04 00:16,2.495,Approved
2017-10-04 00:46,2.508,Approved
2017-10-04 01:16,2.506,Approved
2017-10-04 01:46,2.512,Approved
2017-10-04 02:16,2.531,Approved
2017-10-04 02:46,2.537,Approved
2017-10-04 03:16,2.540,Approved
2017-10-04 03:46,2.546,Approved
2017-10-04 04:16,2.551,Approved
2017-10-04 04:46,2.550,Approved
2017-10-04 05:16,2.548,Approved
2017-10-04 05:46,2.547,Approved
2017-10-04 06:16,2.544,Approved
2017-10-04 06:46,2.542,Approved
2017-10-04 07:16,2.539,Approved
2017-10-04 07:46,2.543,Approved
2017-10-04 08:16,2.539,Approved
2017-10-04 08:46,2.539,Approved
2017-10-04 09:16,2.545,Approved
2017-10-04 09:46,2.553,Approved
2017-10-04 10:16,2.564,Approved
2017-10-04 10:46,2.570,Approved
2017-10-04 11:16,2.578,Approved
2017-10-04 11:46,2.604,Approved
2017-10-04 12:16,2.621,Approved
2017-10-04 12:46,2.644,Approved
2017-10-04 13:16,2.653,Approved
2017-10-04 13:46,2.646,Approved
2017-10-04 14:16,2.657,Approved
2017-10-04 14:46,2.668,Approved
2017-10-04 15:16,2.688,Approved
2017-10-04 15:46,2.712,Approved
2017-10-04 16:16,2.724,Approved
2017-10-04 16:46,2.741,Approved
2017-10-04 17:16,2.753,Approved
2017-10-04 17:46,2.758,Approved
2017-10-04 18:16,2.770,Approved
2017-10-04 18:46,2.777,Approved
2017-10-04 19:16,2.781,Approved
2017-10-04 19:46,2.785,Approved
2017-10-04 20:16,2.790,Approved
2017-10-04 20:46,2.799,Approved
2017-10-04 21:16,2.809,Approved
2017-10-04 21:46,2.819,Approved
2017-10-04 22:16,2.829,Approved
2017-10-04 22:46,2.837,Approved
2017-10-04 23:16,2.846,Approved
2017-10-04 23:46,2.861,Approved
2017-10-05 00:16,2.869,Approved
2017-10-05 00:46,2.873,Approved
2017-10-05 01:16,2.877,Approved
2017-10-05 01:46,2.886,Approved
2017-10-05 02:16,2.918,Approved
2017-10-05 02:46,2.963,Approved
2017-10-05 03:16,3.180,Approved
2017-10-05 03:46,3.689,Approved
2017-10-05 04:16,3.897,Approved
2017-10-05 04:46,3.940,Approved
2017-10-05 05:16,3.937,Approved
2017-10-05 05:46,3.859,Approved
2017-10-05 06:16,3.833,Approved
2017-10-05 06:46,3.802,Approved
2017-10-05 07:16,3.817,Approved
2017-10-05 07:46,3.809,Approved
2017-10-05 08:16,3.801,Approved
2017-10-05 08:46,3.794,Approved
2017-10-05 09:16,3.781,Approved
2017-10-05 09:46,3.769,Approved
2017-10-05 10:16,3.770,Approved
2017-10-05 10:46,3.767,Approved
2017-10-05 11:16,3.773,Approved
2017-10-05 11:46,3.769,Approved
2017-10-05 12:16,3.798,Approved
2017-10-05 12:46,3.813,Approved
2017-10-05 13:16,3.829,Approved
2017-10-05 13:46,3.844,Approved
2017-10-05 14:16,3.840,Approved
2017-10-05 14:46,3.869,Approved
2017-10-05 15:16,3.871,Approved
2017-10-05 15:46,3.854,Approved
2017-10-05 16:16,3.874,Approved
2017-10-05 16:46,3.843,Approved
2017-10-05 17:16,3.835,Approved
2017-10-05 17:46,3.808,Approved
2017-10-05 18:16,3.750,Approved
2017-10-05 18:46,3.733,Approved
2017-10-05 19:16,3.725,Approved
2017-10-05 19:46,3.699,Approved
2017-10-05 20:16,3.687,Approved
2017-10-05 20:46,3.679,Approved
2017-10-05 21:16,3.671,Approved
2017-10-05 21:46,3.659,Approved
2017-10-05 22:16,3.655,Approved
2017-10-05 22:46,3.629,Approved
2017-10-05 23:16,3.604,Approved
2017-10-05 23:46,3.600,Approved
2017-10-06 00:16,3.570,Approved
2017-10-06 00:46,3.589,Approved
2017-10-06 01:16,3.559,Approved
2017-10-06 01:46,3.551,Approved
2017-10-06 02:16,3.571,Approved
2017-10-06 02:46,3.563,Approved
2017-10-06 03:16,3.528,Approved
2017-10-06 03:46,3.525,Approved
2017-10-06 04:16,3.517,Approved
2017-10-06 04:46,3.514,Approved
2017-10-06 05:16,3.506,Approved
2017-10-06 05:46,3.498,Approved
2017-10-06 06:16,3.495,Approved
2017-10-06 06:46,3.487,Approved
2017-10-06 07:16,3.278,Approved
2017-10-06 07:46,2.939,Approved
2017-10-06 08:16,2.891,Approved
2017-10-06 08:46,2.878,Approved
2018-03-01 00:03,6.099,Approved
2018-03-01 00:33,6.099,Approved
2018-03-01 01:03,6.126,Approved
2018-03-01 01:33,6.126,Approved
2018-03-01 02:03,6.133,Approved
2018-03-01 02:33,6.127,Approved
2018-03-01 03:03,6.160,Approved
2018-03-01 03:33,6.154,Approved
2018-03-01 04:03,6.187,Approved
2018-03-01 04:33,6.187,Approved
2018-03-01 05:03,6.187,Approved
2018-03-01 05:33,6.161,Approved
2018-03-01 06:03,6.208,Approved
2018-03-01 06:33,6.215,Approved
2018-03-01 07:03,6.202,Approved
2018-03-01 07:33,6.202,Approved
2018-03-01 08:03,6.242,Approved
2018-03-01 08:33,6.268,Approved
2018-03-01 09:03,6.269,Approved
2018-03-01 09:33,6.282,Approved
2018-03-01 10:03,6.328,Approved
2018-03-01 10:33,6.368,Approved
2018-03-01 11:03,6.401,Approved
2018-03-01 11:33,6.540,Approved
2018-03-01 12:03,7.459,Approved
2018-03-01 12:33,7.452,Approved
2018-03-01 13:03,7.337,Approved
2018-03-01 13:33,7.453,Approved
2018-03-01 14:03,7.357,Approved
2018-03-01 14:33,7.158,Approved
2018-03-01 15:03,6.991,Approved
2018-03-01 15:33,7.023,Approved
2018-03-01 16:03,7.062,Approved
2018-03-01 16:33,6.437,Approved
2018-03-01 17:03,5.119,Approved
2018-03-01 17:33,4.758,Approved
2018-03-01 18:03,4.541,Approved
2018-03-01 18:33,4.357,Approved
2018-03-01 19:03,4.236,Approved
2018-03-01 19:33,4.179,Approved
2018-03-01 20:03,4.143,Approved
2018-03-01 20:33,4.143,Approved
2018-03-01 21:03,4.107,Approved
2018-03-01 21:33,4.122,Approved
2018-03-01 22:03,4.115,Approved
2018-03-01 22:33,4.151,Approved
2018-03-01 23:03,4.151,Approved
2018-03-01 23:33,4.130,Approved
2018-03-02 00:03,4.181,Approved
2018-03-02 00:33,4.181,Approved
2018-03-02 01:03,4.224,Approved
2018-03-02 01:33,4.224,Approved
2018-03-02 02:03,4.282,Approved
2018-03-02 02:33,4.310,Approved
2018-03-02 03:03,4.375,Approved
2018-03-02 03:33,4.375,Approved
2018-03-02 04:03,4.411,Approved
2018-03-02 04:33,4.453,Approved
2018-03-02 05:03,4.489,Approved
2018-03-02 05:33,4.532,Approved
2018-03-02 06:03,4.560,Approved
2018-03-02 06:33,4.631,Approved
2018-03-02 07:03,4.666,Approved
2018-03-02 07:33,4.701,Approved
2018-03-02 08:03,4.730,Approved
2018-03-02 08:33,4.793,Approved
2018-03-02 09:03,4.856,Approved
2018-03-02 09:33,4.918,Approved
2018-03-02 10:03,5.002,Approved
2018-03-02 10:33,5.057,Approved
2018-03-02 11:03,5.113,Approved
2018-03-02 11:33,4.919,Approved
2018-03-02 12:03,4.414,Approved
2018-03-02 12:33,3.905,Approved
2018-03-02 13:03,3.486,Approved
2018-03-02 13:33,3.117,Approved
2018-03-02 14:03,3.049,Approved
2018-03-02 14:33,3.026,Approved
2018-03-02 15:03,3.126,Approved
2018-03-02 15:33,3.149,Approved
2018-03-02 16:03,3.338,Approved
2018-03-02 16:33,3.058,Approved
2018-03-02 17:03,3.142,Approved
2018-03-02 17:33,3.157,Approved
2018-03-02 18:03,3.173,Approved
2018-03-02 18:33,3.150,Approved
2018-03-02 19:03,3.196,Approved
2018-03-02 19:33,3.143,Approved
2018-03-02 20:03,3.159,Approved
2018-03-02 20:33,3.128,Approved
2018-03-02 21:03,3.136,Approved
2018-03-02 21:33,3.076,Approved
2018-03-02 22:03,3.091,Approved
2018-03-02 22:33,3.053,Approved
2018-03-02 23:03,3.015,Approved
2018-03-02 23:33,2.992,Approved
2018-03-03 00:03,2.985,Approved
2018-03-03 00:33,2.954,Approved
2018-03-03 01:03,2.885,Approved
2018-03-03 01:33,2.816,Approved
2018-03-03 02:03,2.707,Approved
2018-03-03 02:33,3.350,Approved
2018-03-03 03:03,4.221,Approved
2018-03-03 03:33,4.989,Approved
2018-03-03 04:03,5.571,Approved
2018-03-03 04:33,6.101,Approved
2018-03-03 05:03,6.241,Approved
2018-03-03 05:33,6.241,Approved
2018-03-03 06:03,6.248,Approved
2018-03-03 06:33,6.188,Approved
2018-03-03 07:03,6.189,Approved
2018-03-03 07:33,6.156,Approved
2018-03-03 08:03,5.762,Approved
2018-03-03 08:33,4.901,Approved
2018-03-03 09:03,3.702,Approved
2018-03-03 09:33,2.874,Approved
2018-03-03 10:03,2.820,Approved
2018-03-03 10:33,2.742,Approved
2018-03-03 11:03,2.696,Approved
2018-03-03 11:33,2.633,Approved
2018-03-03 12:03,2.649,Approved
2018-03-03 12:33,2.665,Approved
2018-03-03 13:03,3.593,Approved
2018-03-03 13:33,3.475,Approved
2018-03-03 14:03,3.205,Approved
2018-03-03 14:33,3.258,Approved
2018-03-03 15:03,3.281,Approved
2018-03-03 15:33,3.175,Approved
2018-03-03 16:03,2.993,Approved
2018-03-03 16:33,2.854,Approved
2018-03-03 17:03,2.800,Approved
2018-03-03 17:33,2.808,Approved
2018-03-03 18:03,2.707,Approved
2018-03-03 18:33,2.692,Approved
2018-03-03 19:03,2.668,Approved
2018-03-03 19:33,2.637,Approved
2018-03-03 20:03,2.645,Approved
2018-03-03 20:33,2.606,Approved
2018-03-03 21:03,2.535,Approved
2018-03-03 21:33,2.551,Approved
2018-03-03 22:03,2.552,Approved
2018-03-03 22:33,2.520,Approved
2018-03-03 23:03,2.457,Approved
2018-03-03 23:33,2.457,Approved
2018-03-04 00:03,2.417,Approved
2018-03-04 00:33,2.418,Approved
2018-03-04 01:03,2.378,Approved
2018-03-04 01:33,2.370,Approved
2018-03-04 02:03,2.378,Approved
2018-03-04 02:33,2.378,Approved
2018-03-04 03:03,2.338,Approved
2018-03-04 03:33,2.339,Approved
2018-03-04 04:03,2.339,Approved
2018-03-04 04:33,2.307,Approved
2018-03-04 05:03,2.299,Approved
2018-03-04 05:33,2.267,Approved
2018-03-04 06:03,2.275,Approved
2018-03-04 06:33,2.211,Approved
2018-03-04 07:03,2.211,Approved
2018-03-04 07:33,2.211,Approved
2018-03-04 08:03,2.203,Approved
2018-03-04 08:33,2.187,Approved
2018-03-04 09:03,2.163,Approved
2018-03-04 09:33,2.188,Approved
2018-03-04 10:03,2.204,Approved
2018-03-04 10:33,2.253,Approved
2018-03-04 11:03,2.294,Approved
2018-03-04 11:33,2.270,Approved
2018-03-04 12:03,2.343,Approved
2018-03-04 12:33,2.319,Approved
2018-03-04 13:03,2.295,Approved
2018-03-04 13:33,2.368,Approved
2018-03-04 14:03,2.701,Approved
2018-03-04 14:33,2.457,Approved
2018-03-04 15:03,2.369,Approved
2018-03-04 15:33,2.377,Approved
2018-03-04 16:03,2.369,Approved
2018-03-04 16:33,3.089,Approved
2018-03-04 17:03,2.656,Approved
2018-03-04 17:33,2.175,Approved
2018-03-04 18:03,2.168,Approved
2018-03-04 18:33,2.192,Approved
2018-03-04 19:03,2.217,Approved
2018-03-04 19:33,2.274,Approved
2018-03-04 20:03,2.234,Approved
2018-03-04 20:33,2.275,Approved
2018-03-04 21:03,2.283,Approved
2018-03-04 21:33,2.283,Approved
2018-03-04 22:03,2.259,Approved
2018-03-04 22:33,2.259,Approved
2018-03-04 23:03,2.219,Approved
2018-03-04 23:33,2.227,Approved
2018-03-05 00:03,2.203,Approved
2018-03-05 00:33,2.195,Approved
2018-03-05 01:03,2.179,Approved
2018-03-05 01:33,2.180,Approved
2018-03-05 02:03,2.172,Approved
2018-03-05 02:33,2.172,Approved
2018-03-05 03:03,2.131,Approved
2018-03-05 03:33,2.148,Approved
2018-03-05 04:03,2.099,Approved
2018-03-05 04:33,2.091,Approved
2018-03-05 05:03,2.091,Approved
2018-03-05 05:33,2.083,Approved
2018-03-05 06:03,2.050,Approved
2018-03-05 06:33,2.051,Approved
2018-03-05 07:03,2.009,Approved
2018-03-05 07:33,2.010,Approved
2018-03-05 08:03,2.002,Approved
2018-03-05 08:33,1.952,Approved
2018-03-05 09:03,2.019,Approved
2018-03-05 09:33,2.019,Approved
2018-03-05 10:03,1.994,Approved
2018-03-05 10:33,2.036,Approved
2018-03-05 11:03,2.045,Approved
2018-03-05 11:33,2.127,Approved
2018-03-05 12:03,2.128,Approved
2018-03-05 12:33,2.161,Approved
2018-03-05 13:03,2.218,Approved
2018-03-05 13:33,2.202,Approved
2018-03-05 14:03,2.235,Approved
2018-03-05 14:33,2.556,Approved
2018-03-05 15:03,2.088,Approved
2018-03-05 15:33,2.211,Approved
2018-03-05 16:03,2.228,Approved
2018-03-05 16:33,2.179,Approved
2018-03-05 17:03,2.285,Approved
2018-03-05 17:33,2.204,Approved
2018-03-05 18:03,2.278,Approved
2018-03-05 18:33,2.254,Approved
2018-03-05 19:03,2.262,Approved
2018-03-05 19:33,2.262,Approved
2018-03-05 20:03,2.262,Approved
2018-03-05 20:33,2.263,Approved
2018-03-05 21:03,2.230,Approved
2018-03-05 21:33,2.263,Approved
2018-03-05 22:03,2.231,Approved
2018-03-05 22:33,2.231,Approved
2018-03-05 23:03,2.272,Approved
2018-03-05 23:33,2.232,Approved
2018-03-06 00:03,2.273,Approved
2018-03-06 00:33,2.240,Approved
2018-03-06 01:03,2.241,Approved
2018-03-06 01:33,2.241,Approved
2018-03-06 02:03,2.241,Approved
2018-03-06 02:33,2.241,Approved
2018-03-06 03:03,2.242,Approved
2018-03-06 03:33,2.242,Approved
2018-03-06 04:03,2.234,Approved
2018-03-06 04:33,2.234,Approved
2018-03-06 05:03,2.243,Approved
2018-03-06 05:33,2.243,Approved
2018-03-06 06:03,2.243,Approved
2018-03-06 06:33,2.243,Approved
2018-03-06 07:03,2.252,Approved
2018-03-06 07:33,2.211,Approved
2018-03-06 08:03,2.244,Approved
2018-03-06 08:33,2.236,Approved
2018-03-06 09:03,2.212,Approved
2018-03-06 09:33,2.261,Approved
2018-03-06 10:03,2.278,Approved
2018-03-06 10:33,2.270,Approved
2018-03-06 11:03,2.270,Approved
2018-03-06 11:33,2.335,Approved
2018-03-06 12:03,2.319,Approved
2018-03-06 12:33,2.263,Approved
2018-03-06 13:03,2.567,Approved
2018-03-06 13:33,2.646,Approved
2018-03-06 14:03,2.304,Approved
2018-03-06 14:33,2.337,Approved
2018-03-06 15:03,2.425,Approved
2018-03-06 15:33,2.353,Approved
2018-03-06 16:03,2.305,Approved
2018-03-06 16:33,2.265,Approved
2018-03-06 17:03,2.257,Approved
2018-03-06 17:33,2.306,Approved
2018-03-06 18:03,2.249,Approved
2018-03-06 18:33,2.176,Approved
2018-03-06 19:03,2.168,Approved
2018-03-06 19:33,2.193,Approved
2018-03-06 20:03,2.193,Approved
2018-03-06 20:33,2.161,Approved
2018-03-06 21:03,2.169,Approved
2018-03-06 21:33,2.129,Approved
2018-03-06 22:03,2.137,Approved
2018-03-06 22:33,2.096,Approved
2018-03-06 23:03,2.105,Approved
2018-03-06 23:33,2.097,Approved
2018-03-07 00:03,2.146,Approved
2018-03-07 00:33,2.179,Approved
2018-03-07 01:03,2.106,Approved
2018-03-07 01:33,2.098,Approved
2018-03-07 02:03,2.082,Approved
2018-03-07 02:33,2.049,Approved
2018-03-07 03:03,2.008,Approved
2018-03-07 03:33,1.891,Approved
2018-03-07 04:03,2.050,Approved
2018-03-07 04:33,2.880,Approved
2018-03-07 05:03,3.774,Approved
2018-03-07 05:33,5.004,Approved
2018-03-07 06:03,5.707,Approved
2018-03-07 06:33,6.176,Approved
2018-03-07 07:03,6.374,Approved
2018-03-07 07:33,6.440,Approved
2018-03-07 08:03,6.375,Approved
2018-03-07 08:33,5.553,Approved
2018-03-07 09:03,4.139,Approved
2018-03-07 09:33,1.383,Approved
2018-03-07 10:03,0.000,Approved
2018-03-07 10:33,1.165,Approved
2018-03-07 11:03,2.998,Approved
2018-03-07 11:33,4.411,Approved
2018-03-07 12:03,4.812,Approved
2018-03-07 12:33,3.807,Approved
2018-03-07 13:03,3.468,Approved
2018-03-07 13:33,2.938,Approved
2018-03-07 14:03,3.069,Approved
2018-03-07 14:33,3.016,Approved
2018-03-07 15:03,3.115,Approved
2018-03-07 15:33,3.016,Approved
2018-03-07 16:03,2.800,Approved
2018-03-07 16:33,2.785,Approved
2018-03-07 17:03,2.808,Approved
2018-03-07 17:33,2.684,Approved
2018-03-07 18:03,2.684,Approved
2018-03-07 18:33,2.645,Approved
2018-03-07 19:03,2.622,Approved
2018-03-07 19:33,2.638,Approved
2018-03-07 20:03,2.638,Approved
2018-03-07 20:33,2.638,Approved
2018-03-07 21:03,2.638,Approved
2018-03-07 21:33,2.647,Approved
2018-03-07 22:03,2.686,Approved
2018-03-07 22:33,2.686,Approved
2018-03-07 23:03,2.694,Approved
2018-03-07 23:33,2.695,Approved
2018-03-08 00:03,2.703,Approved
2018-03-08 00:33,2.680,Approved
2018-03-08 01:03,2.688,Approved
2018-03-08 01:33,2.688,Approved
2018-03-08 02:03,2.680,Approved
2018-03-08 02:33,2.688,Approved
2018-03-08 03:03,2.649,Approved
2018-03-08 03:33,2.673,Approved
2018-03-08 04:03,2.673,Approved
2018-03-08 04:33,2.681,Approved
2018-03-08 05:03,2.682,Approved
2018-03-08 05:33,2.658,Approved
2018-03-08 06:03,2.659,Approved
2018-03-08 06:33,2.651,Approved
2018-03-08 07:03,2.612,Approved
2018-03-08 07:33,2.612,Approved
2018-03-08 08:03,2.644,Approved
2018-03-08 08:33,2.636,Approved
2018-03-08 09:03,2.660,Approved
2018-03-08 09:33,2.676,Approved
2018-03-08 10:03,2.692,Approved
2018-03-08 10:33,2.724,Approved
2018-03-08 11:03,2.786,Approved
2018-03-08 11:33,2.748,Approved
2018-03-08 12:03,2.795,Approved
2018-03-08 12:33,2.973,Approved
2018-03-08 13:03,3.239,Approved
2018-03-08 13:33,3.171,Approved
2018-03-08 14:03,3.657,Approved
2018-03-08 14:33,3.899,Approved
2018-03-08 15:03,3.994,Approved
2018-03-08 15:33,3.987,Approved
2018-03-08 16:03,4.360,Approved
2018-03-08 16:33,4.566,Approved
2018-03-08 17:03,5.033,Approved
2018-03-08 17:33,4.964,Approved
2018-03-08 18:03,5.027,Approved
2018-03-08 18:33,5.041,Approved
2018-03-08 19:03,5.055,Approved
2018-03-08 19:33,5.069,Approved
2018-03-08 20:03,5.083,Approved
2018-03-08 20:33,5.125,Approved
2018-03-08 21:03,5.194,Approved
2018-03-08 21:33,5.201,Approved
2018-03-08 22:03,5.263,Approved
2018-03-08 22:33,5.399,Approved
2018-03-08 23:03,5.873,Approved
2018-03-08 23:33,5.873,Approved
2018-03-09 00:03,5.933,Approved
2018-03-09 00:33,6.451,Approved
2018-03-09 01:03,6.608,Approved
2018-03-09 01:33,6.895,Approved
2018-03-09 02:03,6.993,Approved
2018-03-09 02:33,7.025,Approved
2018-03-09 03:03,7.077,Approved
2018-03-09 03:33,7.084,Approved
2018-03-09 04:03,7.084,Approved
2018-03-09 04:33,7.084,Approved
2018-03-09 05:03,6.968,Approved
2018-03-09 05:33,6.838,Approved
2018-03-09 06:03,6.774,Approved
2018-03-09 06:33,6.656,Approved
2018-03-09 07:03,6.624,Approved
2018-03-09 07:33,6.532,Approved
2018-03-09 08:03,6.500,Approved
2018-03-09 08:33,6.461,Approved
2018-03-09 09:03,6.454,Approved
2018-03-09 09:33,6.454,Approved
2018-03-09 10:03,6.461,Approved
2018-03-09 10:33,6.560,Approved
2018-03-09 11:03,6.756,Approved
2018-03-09 11:33,7.022,Approved
2018-03-09 12:03,7.210,Approved
2018-03-09 12:33,7.402,Approved
2018-03-09 13:03,7.708,Approved
2018-03-09 13:33,7.810,Approved
2018-03-09 14:03,8.056,Approved
2018-03-09 14:33,8.075,Approved
2018-03-09 15:03,8.195,Approved
2018-03-09 15:33,8.232,Approved
2018-03-09 16:03,8.320,Approved
2018-03-09 16:33,8.339,Approved
2018-03-09 17:03,8.314,Approved
2018-03-09 17:33,8.258,Approved
2018-03-09 18:03,8.177,Approved
2018-03-09 18:33,8.183,Approved
2018-03-09 19:03,8.102,Approved
2018-03-09 19:33,8.021,Approved
2018-03-09 20:03,7.926,Approved
2018-03-09 20:33,7.838,Approved
2018-03-09 21:03,7.718,Approved
2018-03-09 21:33,7.623,Approved
2018-03-09 22:03,7.464,Approved
2018-03-09 22:33,7.317,Approved
2018-03-09 23:03,7.227,Approved
2018-03-09 23:33,7.098,Approved
2018-03-10 00:03,7.040,Approved
2018-03-10 00:33,6.950,Approved
2018-03-10 01:03,6.853,Approved
2018-03-10 01:33,6.795,Approved
2018-03-10 02:03,6.730,Approved
2018-03-10 02:33,6.665,Approved
2018-03-10 03:03,7.145,Approved
2018-03-10 03:33,10.29,Approved
2018-03-10 04:03,12.18,Approved
2018-03-10 04:33,13.65,Approved
2018-03-10 05:03,14.73,Approved
2018-03-10 05:33,15.52,Approved
2018-03-10 06:03,16.07,Approved
2018-03-10 06:33,16.45,Approved
2018-03-10 07:03,16.74,Approved
2018-03-10 07:33,16.75,Approved
2018-03-10 08:03,15.96,Approved
2018-03-10 08:33,15.46,Approved
2018-03-10 09:03,14.78,Approved
2018-03-10 09:33,11.69,Approved
2018-03-10 10:03,7.251,Approved
2018-03-10 10:33,6.504,Approved
2018-03-10 11:03,8.090,Approved
2018-03-10 11:33,7.888,Approved
2018-03-10 12:03,8.472,Approved
2018-03-10 12:33,8.002,Approved
2018-03-10 13:03,6.747,Approved
2018-03-10 13:33,6.910,Approved
2018-03-10 14:03,7.020,Approved
2018-03-10 14:33,7.021,Approved
2018-03-10 15:03,7.053,Approved
2018-03-10 15:33,7.098,Approved
2018-03-10 16:03,7.150,Approved
2018-03-10 16:33,7.170,Approved
2018-03-10 17:03,7.138,Approved
2018-03-10 17:33,6.762,Approved
2018-03-10 18:03,6.560,Approved
2018-03-10 18:33,6.501,Approved
2018-03-10 19:03,6.462,Approved
2018-03-10 19:33,6.409,Approved
2018-03-10 20:03,6.383,Approved
2018-03-10 20:33,6.284,Approved
2018-03-10 21:03,6.218,Approved
2018-03-10 21:33,6.132,Approved
2018-03-10 22:03,6.066,Approved
2018-03-10 22:33,6.000,Approved
2018-03-10 23:03,5.893,Approved
2018-03-10 23:33,5.866,Approved
2018-03-11 00:03,5.833,Approved
2018-03-11 00:33,5.766,Approved
2018-03-11 01:03,5.706,Approved
2018-03-11 01:33,5.834,Approved
2018-03-11 02:03,7.411,Approved
2018-03-11 02:33,9.438,Approved
2018-03-11 03:03,11.07,Approved
2018-03-11 03:33,12.36,Approved
2018-03-11 04:03,13.38,Approved
2018-03-11 04:33,14.16,Approved
2018-03-11 05:03,14.55,Approved
2018-03-11 05:33,14.72,Approved
2018-03-11 06:03,14.80,Approved
2018-03-11 06:33,14.50,Approved
2018-03-11 07:03,14.19,Approved
2018-03-11 07:33,13.96,Approved
2018-03-11 08:03,13.62,Approved
2018-03-11 08:33,12.20,Approved
2018-03-11 09:03,9.300,Approved
2018-03-11 09:33,6.638,Approved
2018-03-11 10:03,5.103,Approved
2018-03-11 10:33,5.323,Approved
2018-03-11 11:03,6.422,Approved
2018-03-11 11:33,7.370,Approved
2018-03-11 12:03,7.517,Approved
2018-03-11 12:33,8.125,Approved
2018-03-11 13:03,8.581,Approved
2018-03-11 13:33,8.150,Approved
2018-03-11 14:03,6.575,Approved
2018-03-11 14:33,6.365,Approved
2018-03-11 15:03,6.239,Approved
2018-03-11 15:33,6.153,Approved
2018-03-11 16:03,6.040,Approved
2018-03-11 16:33,6.047,Approved
2018-03-11 17:03,6.087,Approved
2018-03-11 17:33,6.054,Approved
